              T              E              M            |M|             Cv              X              A
          2.341     -1.2782701    -0.01155408     0.17111503      1.4352429      62.583269    -0.17775831
          2.342     -1.2764613   -0.001783518     0.16143611      1.4060119      56.795591    -0.17703585
          2.343     -1.2750937   0.0037732832     0.16338045      1.4170223       56.36119    -0.17651416
          2.344     -1.2739609   0.0074423281     0.16486772      1.4156928      57.261605    -0.17605456
          2.345     -1.2727007   0.0079245358     0.16300097      1.3989601      56.437908    -0.17556742
          2.346     -1.2714211  -0.0017505786     0.16083328      1.4026816       57.33846    -0.17506968
          2.347     -1.2696255  -0.0079193616     0.15642214      1.3712708      51.718396    -0.17434968
          2.348     -1.2682033 -0.00025959596     0.15047274      1.3655822      50.386947    -0.17377634
          2.349      -1.266814  -0.0021506737     0.15091401      1.3626167       51.12665    -0.17321613
           2.35     -1.2658411   0.0072050651     0.15425234      1.3785332      52.055247    -0.17283637
          2.351      -1.264074  -0.0082013283      0.1490709      1.3502023      50.354291    -0.17213011
          2.352     -1.2629879  -0.0042752867     0.15076904      1.3610335      51.328736    -0.17169568
          2.353     -1.2616509     0.00366944     0.14711643      1.3469468      47.762429    -0.17115861
          2.354     -1.2603155   0.0038931554     0.14580378       1.326743      46.062896    -0.17064003
          2.355     -1.2584502  0.00082865131     0.14222836      1.3217869      44.694599    -0.16988981
          2.356     -1.2578716   0.0054331966     0.14354692      1.3250168      46.061989     -0.1696311
          2.357     -1.2562577   0.0027229713     0.14135337      1.3253646      43.490458     -0.1690213
          2.358     -1.2549251   0.0073625758     0.13868965      1.3084927      43.026068    -0.16848059
          2.359     -1.2535647    0.011522871     0.14019212      1.3000131      42.386992    -0.16791267
           2.36     -1.2522744   0.0070036659     0.13582698      1.3085185      41.768328    -0.16740961
          2.361     -1.2505537   0.0051623754     0.13631868      1.2954693       40.76589    -0.16672283
          2.362     -1.2497808   0.0089563875     0.13581069      1.2720714      38.968893    -0.16641225
          2.363     -1.2484425   0.0042563796     0.13508004      1.2874429      40.844042    -0.16586268
          2.364      -1.247453   0.0028989818     0.13306538      1.2815082      40.464631    -0.16546852
          2.365     -1.2460727  -0.0056081002     0.12975024      1.2808104      38.975238    -0.16491221
          2.366     -1.2449227   0.0028662701      0.1304053      1.2782738      38.749943     -0.1644319
          2.367     -1.2432641  -0.0063397345     0.12839675      1.2544366       36.22715    -0.16378412
          2.368     -1.2422238  -0.0054345071     0.13032852      1.2641804      38.225652    -0.16334903
          2.369     -1.2410656  -0.0090031885     0.13037385      1.2504598      38.062623    -0.16287537
           2.37     -1.2393505  -0.0055473434     0.12652242      1.2458414      35.785157     -0.1622125
          2.371     -1.2382642  -0.0097902382     0.12353906      1.2392313      34.417649    -0.16175642
          2.372     -1.2368746 -0.00084326364     0.12323698      1.2270152      34.313242    -0.16119698
          2.373      -1.235394  -0.0011924594     0.11972584      1.2331723        32.6055    -0.16061847
          2.374     -1.2342908   0.0080252784     0.12051003      1.2363193      33.405043    -0.16015746
          2.375      -1.233614  0.00024810949     0.12241561      1.2248312      32.774472    -0.15986075
          2.376      -1.232636  -0.0006682402     0.12293771      1.2232061       33.50535    -0.15947069
          2.377     -1.2310003   0.0043783913     0.12003938      1.2256463      33.126221     -0.1588083
          2.378     -1.2295418 -0.00076794182      0.1155063      1.2258717      31.610722    -0.15824114
          2.379     -1.2283125  -0.0028489853     0.11582598      1.1965814      29.364336    -0.15772852
           2.38     -1.2272767  -0.0013902414     0.11799539      1.2085168      30.683313    -0.15732192
          2.381     -1.2260226   0.0018899141     0.11369075      1.1988557      29.803242    -0.15677872
          2.382     -1.2248844  -0.0037034388     0.11409607      1.2028275      29.784056    -0.15631144
          2.383     -1.2235532   0.0041045356      0.1106256      1.1827178      27.837508    -0.15576547
          2.384     -1.2225379  0.00019969172     0.11052528      1.1845886      28.578216    -0.15534446
          2.385     -1.2209716   0.0026752275     0.11169451      1.1842459       28.59328    -0.15475181
          2.386     -1.2200868   0.0030070372     0.10802182      1.1730825      26.221803    -0.15436328
          2.387     -1.2188642   0.0060939541     0.10876406      1.1666621      27.080626    -0.15387721
          2.388     -1.2179965   0.0011323634     0.10993616      1.1693893      27.845878    -0.15350535
          2.389     -1.2164698  -0.0026548259     0.10674572      1.1685089      26.612394    -0.15289299
           2.39     -1.2152812 -5.7143838e-05     0.10843626      1.1687349      26.880043    -0.15241069
          2.391     -1.2141314   0.0022448483     0.10707874       1.161669      26.532157    -0.15193222
          2.392      -1.213008  -0.0052954299     0.10726317      1.1690824      26.412138    -0.15147973
          2.393     -1.2124034   0.0042552677     0.10776505      1.1581967      26.357932    -0.15120375
          2.394     -1.2108477   0.0039353541     0.10673876      1.1526585      25.981869    -0.15057835
          2.395     -1.2094207   0.0018310859     0.10394804      1.1387647      24.750994     -0.1500147
          2.396     -1.2087077   0.0067626549     0.10527642      1.1399496      25.655081    -0.14969474
          2.397     -1.2072665   0.0043056317     0.10221502      1.1306168      24.558764    -0.14913187
          2.398     -1.2064098  -0.0038779598      0.1016567      1.1423095      23.822341    -0.14875587
          2.399     -1.2050265  0.00057781152     0.10176387      1.1285779      23.088357    -0.14820837
            2.4     -1.2040185   0.0011229887     0.10134287      1.1274317      23.879543    -0.14777331
