              x              y              z             vx             vy             vz
     0.56740590     0.85680598      0.0000000     -5.0363845      3.4683829      0.0000000
     0.51601003     0.88993142      0.0000000     -5.2331503      3.1511798      0.0000000
     0.46274289     0.91982957      0.0000000     -5.4103858      2.8234955      0.0000000
     0.40780232     0.94640133      0.0000000     -5.5676112      2.4864761      0.0000000
     0.35139067     0.96955910      0.0000000     -5.7044065      2.1412809      0.0000000
     0.29371419     0.98922694      0.0000000     -5.8204109      1.7890796      0.0000000
     0.23498245      1.0053407      0.0000000     -5.9153216      1.4310509      0.0000000
     0.17540776      1.0178480      0.0000000     -5.9888935      1.0683804      0.0000000
     0.11520458      1.0267083      0.0000000     -6.0409387     0.70225902      0.0000000
    0.054588984      1.0318931      0.0000000     -6.0713254     0.33388131      0.0000000
  -0.0062219284      1.0333859      0.0000000     -6.0799784   -0.035555748      0.0000000
   -0.067010584      1.0311820      0.0000000     -6.0668782    -0.40485435      0.0000000
    -0.12755949      1.0252888      0.0000000     -6.0320613    -0.77281719      0.0000000
    -0.18765181      1.0157257      0.0000000     -5.9756201     -1.1382489      0.0000000
    -0.24707190      1.0025239      0.0000000     -5.8977031     -1.4999573      0.0000000
    -0.30560587     0.98572654      0.0000000     -5.7985149     -1.8567551      0.0000000
    -0.36304219     0.96538876      0.0000000     -5.6783174     -2.2074612      0.0000000
    -0.41917222     0.94157731      0.0000000     -5.5374293     -2.5509027      0.0000000
    -0.47379078     0.91437070      0.0000000     -5.3762275     -2.8859160      0.0000000
    -0.52669677     0.88385899      0.0000000     -5.1951474     -3.2113497      0.0000000
    -0.57769373     0.85014371      0.0000000     -4.9946840     -3.5260659      0.0000000
    -0.62659045     0.81333768      0.0000000     -4.7753921     -3.8289429      0.0000000
    -0.67320157     0.77356485      0.0000000     -4.5378876     -4.1188777      0.0000000
    -0.71734820     0.73096012      0.0000000     -4.2828483     -4.3947890      0.0000000
    -0.75885853     0.68566907      0.0000000     -4.0110142     -4.6556199      0.0000000
    -0.79756848     0.63784772      0.0000000     -3.7231886     -4.9003415      0.0000000
    -0.83332231     0.58766224      0.0000000     -3.4202383     -5.1279563      0.0000000
    -0.86597325     0.53528860      0.0000000     -3.1030941     -5.3375026      0.0000000
    -0.89538419     0.48091219      0.0000000     -2.7727507     -5.5280580      0.0000000
    -0.92142826     0.42472744      0.0000000     -2.4302669     -5.6987445      0.0000000
    -0.94398953     0.36693730      0.0000000     -2.0767649     -5.8487331      0.0000000
    -0.96296356     0.30775277      0.0000000     -1.7134296     -5.9772486      0.0000000
