              T              E              M            |M|             Cv              X              A
          2.349     -1.2672905   0.0045411471     0.19206102      1.4057384      47.290452     0.25609335
           2.35     -1.2663142   0.0013320963       0.190873      1.3858235       46.58186     0.25646464
          2.351     -1.2643717   -0.011443755     0.18678688      1.3850504        46.5352     0.25726617
          2.352     -1.2631477   -0.011574103     0.18413683      1.3735305      44.915831     0.25775022
          2.353     -1.2619154    0.012405783     0.18588586      1.3723925      45.548497     0.25826041
          2.354     -1.2608195  -0.0073459328      0.1811833      1.3557426       44.02219     0.25862258
          2.355     -1.2589716  -0.0025794167     0.17944953      1.3583695      44.492634     0.25941503
          2.356     -1.2580674   -0.007211035     0.17855645      1.3407699      42.270393     0.25976793
          2.357     -1.2571482  9.3623737e-06     0.18262524      1.3526465      43.285439     0.26017409
          2.358     -1.2551583  -0.0037486039     0.17463358      1.3166471       41.08529     0.26091383
          2.359     -1.2540856   -0.011084073     0.18175339      1.3527522      43.573419     0.26137405
           2.36     -1.2527568   0.0055839236     0.17032174      1.3086632      39.472365     0.26190394
          2.361     -1.2508349 -0.00096244003     0.16411375      1.3254446      39.279304     0.26267226
          2.362     -1.2501018    0.013929626     0.17131003      1.2983361      39.574623     0.26298587
          2.363     -1.2485287   -0.011914327     0.16780304      1.2889238      37.401312     0.26360553
          2.364       -1.24716   0.0079567194     0.16712472      1.2775048      35.973521     0.26414959
          2.365     -1.2458682   0.0061491468     0.16494864      1.2937867      37.666388     0.26466269
          2.366     -1.2444022  -0.0026116878     0.16013292      1.2841028      35.879753     0.26526834
          2.367     -1.2439559  -0.0026796866     0.16253245        1.28909      37.537744     0.26546135
          2.368     -1.2422808  -0.0036646809     0.15840514      1.2658573      34.747363     0.26611763
          2.369     -1.2407297   -0.004835994     0.15617328      1.2555123      34.306561     0.26674084
           2.37     -1.2402838  -0.0038280221     0.16375724       1.259019      35.639607     0.26694476
          2.371     -1.2383622  -0.0012222535      0.1558133      1.2676317      34.078553     0.26770871
          2.372     -1.2374405   -0.004073869     0.15411895      1.2461684      33.472003      0.2680697
          2.373     -1.2360365   0.0004184678     0.15296463      1.2457091      33.263293     0.26866412
          2.374     -1.2349794  -0.0074482326     0.15350301      1.2417921      32.860111     0.26906493
          2.375     -1.2335209  -0.0076696547     0.14869128      1.2283405      30.596213     0.26966074
          2.376     -1.2318402   0.0048839426     0.14568659      1.2398069      31.170653     0.27032074
          2.377     -1.2308786  -0.0070165609     0.14864392       1.232378      31.124388     0.27071781
          2.378     -1.2305168   -0.012693498     0.14993741      1.2162995      32.289986     0.27090048
          2.379     -1.2281944  -0.0013467547     0.14519055      1.2055913      29.237172     0.27181752
           2.38     -1.2272543  -0.0057768018     0.14757663      1.2122332      29.998295     0.27220225
          2.381     -1.2264397   0.0060146881     0.14435196      1.2102065      30.348228     0.27256662
