              T              E              M            |M|             Cv              X              A
          2.278      -1.412511   -0.021070116     0.61056977      1.9885713      22.596886     0.20041338
          2.279     -1.4122652    -0.05196449     0.61022905      2.0081386      23.113341     0.20059111
           2.28     -1.4073899   -0.028902312      0.5976912      2.0209424      24.572442     0.20225866
          2.281     -1.4071222   -0.010431309     0.59790037      2.0048377      24.427091     0.20243419
          2.282     -1.4050424   -0.030285741     0.59580668      2.0078159      24.752135     0.20317175
          2.283     -1.4017556    0.036634024     0.58889083       2.034667      25.325461      0.2044865
          2.284     -1.4009504    0.074850718     0.58896444      1.9970511      24.340765     0.20482032
          2.285     -1.3960219   -0.043417624     0.57681032      2.0169766      26.265915     0.20656508
          2.286     -1.3978403    0.023165028     0.58651335      2.0100489      24.887738     0.20597881
          2.287     -1.3925664   0.0070083384      0.5715548      2.0383222       26.81938     0.20797127
          2.288     -1.3932246   -0.010286549     0.57775275      2.0008115      25.714127     0.20765032
          2.289     -1.3897645    0.055425544     0.56707807      2.0415209       27.39507     0.20906326
           2.29     -1.3878642   0.0059659962     0.56347439      2.0250856      27.474913      0.2096347
          2.291     -1.3871991   -0.015779218     0.56545275      2.0193226       26.62228     0.21000639
          2.292     -1.3821192    0.017003979     0.55047366      2.0426335       28.57217     0.21186041
          2.293     -1.3812332     0.01732754     0.55145395      2.0114844      27.862619     0.21230017
          2.294     -1.3812935   -0.016015938     0.55603889      1.9885981      26.743794      0.2122753
          2.295     -1.3775645    0.017447427     0.54467889      2.0143417      28.395648     0.21370065
          2.296     -1.3745793    0.017027763     0.53668734       2.042435      30.044811     0.21475354
          2.297     -1.3753858   -0.054768256     0.54587189      1.9863423      27.284143     0.21456355
          2.298     -1.3697535    0.047579215     0.52848716      2.0170754      29.867802     0.21656131
          2.299     -1.3711512   -0.030934542     0.53812116      1.9993434      27.926771     0.21601817
            2.3     -1.3690023    0.063823056     0.53298237      1.9839049      28.021153     0.21691376
          2.301     -1.3648379    0.065222696     0.52019826      2.0172552      29.898446     0.21840986
          2.302     -1.3641711   -0.026652068     0.52183334      1.9979354      29.591143     0.21873631
          2.303     -1.3649212    0.020460284     0.52772593      1.9860199       28.99694     0.21845799
          2.304     -1.3594984   -0.028294366     0.51334978      1.9771463      29.722108     0.22049398
          2.305      -1.356724   -0.033736451      0.5057067      1.9763527      29.872177     0.22159117
          2.306     -1.3559891   -0.046264836     0.50713473      1.9837151       29.92937     0.22194491
          2.307     -1.3526222   -0.048029965     0.49711886      2.0036013      31.077157     0.22309429
          2.308     -1.3519865    0.036200472     0.50111956      1.9623811      29.553288      0.2233641
          2.309      -1.351389   -0.039137773      0.4997172       1.947611      29.646638     0.22368021
           2.31     -1.3474318     0.04385541     0.48874904      1.9311107      30.352581      0.2251073
          2.311     -1.3473463    0.090933273     0.49309281      1.9144277      29.787117     0.22520577
          2.312     -1.3429574   0.0028485795     0.48009745       1.938915      30.702571     0.22680972
          2.313      -1.344783   -0.030461936     0.49043167      1.9223748      29.600316     0.22618554
          2.314     -1.3422644    0.009392702     0.48531517      1.9258042      30.174855     0.22709943
          2.315     -1.3402644    0.029365904     0.47997722      1.9613759      31.016873      0.2279125
          2.316       -1.33453    0.063569418      0.4637225      1.9010935      30.949567     0.23009682
          2.317     -1.3352454   0.0035141982     0.47080411      1.8959404      30.277477     0.22981259
          2.318     -1.3316879     0.03493354     0.45989088      1.8528827      30.115375     0.23124612
          2.319     -1.3292586   -0.016826375     0.45420889      1.8887294      30.972135     0.23214965
           2.32     -1.3299783   -0.017289452     0.46140595      1.8738701      29.848881     0.23192828
          2.321     -1.3282301    0.011785702     0.45971843      1.8452781       29.26545     0.23252816
          2.322     -1.3271951   -0.027347024     0.45871948       1.862817      29.749144     0.23299559
          2.323     -1.3238034   -0.023627511     0.44923445      1.8676737      30.580073     0.23427555
          2.324     -1.3219832    0.023835636     0.44527596      1.8169577      29.910774     0.23497719
          2.325     -1.3209441    0.022820907     0.44353023       1.840414      30.518879     0.23534985
          2.326     -1.3183958    0.024048917     0.43891439      1.8392464      30.456302      0.2363709
          2.327     -1.3157449   -0.020613735     0.43090489      1.8477649      31.140122     0.23743738
          2.328     -1.3142701  -0.0058112285      0.4293215      1.8087728      30.608221     0.23799871
          2.329     -1.3118402   -0.012765535     0.42464071       1.795185      30.610241     0.23893387
           2.33      -1.310018    0.028856554      0.4178698      1.7819529      30.569585     0.23958985
          2.331     -1.3089835  -0.0019946376     0.42162783       1.789275       30.04495     0.24004149
          2.332        -1.3074  0.00028400253     0.41595983       1.763633      30.371713     0.24067156
          2.333     -1.3060146    0.013128131     0.41389497      1.7762811        30.7631     0.24111778
          2.334     -1.3026586 -0.00046857071     0.40429955      1.7556709      30.353067     0.24242406
          2.335     -1.3022735    0.032897788     0.40993519      1.7476588      29.591362       0.242721
          2.336     -1.3010263  0.00059228535     0.40503199      1.7409133       30.28707     0.24311562
          2.337     -1.2997217   -0.026507205     0.40446483      1.7623674      29.906393     0.24365727
          2.338     -1.2950432   -0.023408842     0.39028764        1.68628      29.275946     0.24545001
          2.339     -1.2943653   -0.020012466     0.39010643      1.6955415      29.223643     0.24570448
           2.34      -1.292916   -0.016193494     0.38750009      1.7016686      29.645847     0.24627017
          2.341     -1.2903518   -0.018925864     0.38247708      1.6647836      28.894927      0.2471596
          2.342     -1.2898459    0.013582218     0.38318182      1.6760779      29.625207     0.24742913
          2.343     -1.2879204    0.035579066     0.37920763      1.6614681      29.174187     0.24818237
          2.344      -1.286229  3.1988636e-05     0.37706913      1.6540713      28.766287     0.24892897
          2.345     -1.2860245   -0.033938343     0.38075157      1.6598495      28.759767     0.24897342
          2.346     -1.2851451   0.0082102563      0.3802192      1.6591821      28.815087     0.24931318
          2.347     -1.2825487   0.0092307854      0.3750822      1.6235378      28.352968     0.25031514
          2.348     -1.2805357   0.0090871995     0.36929438      1.6441809      28.419562     0.25112201
          2.349      -1.277695  -0.0040799545      0.3602735      1.5973347      27.867381     0.25229917
           2.35     -1.2768853   -0.032670673     0.36125616      1.6175191      28.415863     0.25260943
          2.351     -1.2756641   0.0048211477     0.36109497      1.5833596       27.41196     0.25311387
          2.352     -1.2700596    0.016870054     0.34129555      1.5367591      27.037117     0.25516027
          2.353     -1.2726226  -0.0087186604     0.35584638      1.5771701      27.352586      0.2542708
          2.354      -1.271275  -0.0040590505     0.35402178      1.5650126      27.398914     0.25478906
          2.355     -1.2669485     0.01561378      0.3394699      1.5414279      27.044937     0.25644176
          2.356     -1.2671912   0.0054004508     0.34593798      1.5336023      26.413632     0.25636936
          2.357     -1.2663247    0.010312456     0.34442542      1.5326889      26.694376     0.25675631
          2.358     -1.2635701    0.020252944     0.33677494      1.5065777      26.584143     0.25780576
          2.359     -1.2633531    0.014675765     0.34236646      1.5090727      25.896864     0.25789364
           2.36     -1.2610664  -0.0065935556     0.33540105      1.5150675      26.364456     0.25881067
          2.361     -1.2598659    0.014353801     0.33475493      1.4980563      25.934692     0.25930845
          2.362      -1.259074    0.002191471     0.32958368      1.4899468      25.906675     0.25965983
          2.363     -1.2569189 -0.00092589899     0.32608835      1.4939638      25.815039     0.26051039
          2.364     -1.2539943   -0.011534612     0.31968154      1.4680908      25.361373     0.26160823
          2.365     -1.2547717     0.01126903     0.32826814      1.4622516      25.017374     0.26138818
          2.366     -1.2529943  -0.0081351174     0.32429924      1.4581444      25.374369     0.26203114
          2.367     -1.2506838   0.0091689571     0.31487217      1.4323278      24.854952     0.26297247
          2.368      -1.249243  -0.0034383523     0.31564551      1.4305124      24.628981     0.26353068
          2.369     -1.2493913  -0.0047089116     0.31870966      1.4490404      25.024328     0.26352614
           2.37     -1.2462389   -0.013955639     0.30825194      1.4102819      24.282741     0.26473852
          2.371     -1.2461267  -0.0042680871     0.31391668      1.4139828      24.536702     0.26480856
          2.372     -1.2436144   0.0036883573     0.30632304       1.397829      23.735527     0.26575825
          2.373     -1.2432447   0.0020815152     0.30781794      1.3947247      23.659682      0.2659776
          2.374     -1.2403209    0.016405837     0.30004349      1.3795364      23.336111      0.2670919
          2.375     -1.2398186   0.0011643876     0.29995934      1.3784963      23.566506     0.26728781
          2.376     -1.2374485   0.0070799571     0.29594029      1.3601383      22.763503     0.26817862
          2.377     -1.2361264  -0.0092913788     0.29347323      1.3457838      22.322967     0.26875045
          2.378     -1.2356814   -0.015756587     0.29488762       1.358391      22.620012     0.26899054
          2.379     -1.2342511   0.0036404634     0.29131835      1.3521101      22.854861     0.26950819
           2.38        -1.2328  -0.0060817323     0.28866553      1.3450471       22.62841      0.2701496
          2.381     -1.2325509    0.011763946     0.29231732      1.3381449      22.294759     0.27034176
          2.382     -1.2302416  -0.0013163611     0.28756949      1.3214013      22.089128     0.27113656
          2.383     -1.2283296  -0.0066354798      0.2814961      1.3161944      21.854279     0.27194458
          2.384     -1.2283434  -0.0021492614     0.28659509       1.310372       21.67385     0.27193052
          2.385     -1.2264284  -0.0045695758      0.2801317      1.2970385      21.285358     0.27272821
          2.386     -1.2236479  -0.0088748561     0.27308706      1.2920292      20.792916     0.27380145
          2.387     -1.2242811   -0.011885992     0.27835019      1.3037589      21.310578     0.27361118
          2.388      -1.221405   0.0066865278     0.27246503      1.2816465       20.80563      0.2747148
          2.389     -1.2217868     0.02140054      0.2757133      1.2789523      20.668863     0.27462812
           2.39     -1.2202873  -0.0038553687     0.27423726      1.2760633      20.687694     0.27527223
          2.391     -1.2180538   -0.010582213     0.26788321      1.2551999      20.050382     0.27608998
          2.392     -1.2168537    0.012802851     0.26482554         1.2528      19.970423     0.27660755
          2.393     -1.2173137    0.014683155     0.27347751      1.2692082      20.483203     0.27646119
          2.394     -1.2147988  -0.0008484154     0.26473731      1.2485708      19.906427     0.27744954
          2.395     -1.2133283    0.021520928     0.26236077      1.2381367      19.713525     0.27802228
          2.396     -1.2119529   -0.010178165      0.2583608      1.2372265      19.471071     0.27858606
          2.397     -1.2108738  -0.0068931263     0.26063836      1.2298073         19.542     0.27907156
          2.398     -1.2100196  -0.0068865556      0.2580379      1.2236639      19.096369     0.27941008
          2.399     -1.2098879 -1.1619949e-05     0.26096855      1.2285936      19.093841     0.27952381
            2.4     -1.2071681  -0.0022857639     0.25468121      1.2164061      19.036837     0.28053115
