              T              E              M            |M|             Cv              X              A
          2.294     -1.3687905    0.049009997     0.47436226      2.1870248      61.758809     0.21684222
          2.295     -1.3658029      0.0028065     0.46103522      2.1731465      65.151709     0.21797236
          2.296     -1.3665164    0.042247643     0.47146315      2.2000274      62.646496     0.21776178
          2.297     -1.3653837    -0.12516416     0.47456361      2.1571671      59.971498      0.2181727
          2.298     -1.3614349   -0.061716874     0.46205019      2.1543595       61.97601      0.2196711
          2.299     -1.3579849   -0.022359992     0.44425747      2.0952196      63.245584     0.22102305
            2.3     -1.3565132  -0.0072314551     0.44574777       2.101312      62.617516     0.22146024
          2.301     -1.3574778    0.073119419     0.45443216      2.1410593      62.240162     0.22115584
          2.302     -1.3529302   0.0017625584     0.44091516      2.0976874       61.19236     0.22287995
          2.303     -1.3508695    0.027945364     0.43522428      2.0633647      61.373436     0.22361221
          2.304      -1.350374    0.044170268     0.43698266      2.0614534      60.878538     0.22380975
          2.305     -1.3476724    0.010501547     0.42593843      2.0714854      63.159154     0.22489367
          2.306     -1.3460327  -0.0057417845     0.42183005      2.0767586      63.507876     0.22562438
          2.307     -1.3417143     0.07535529     0.40589276      2.0810417      65.061384     0.22707139
          2.308     -1.3411087   -0.039790319     0.41337778      2.0488366      61.519808     0.22735715
          2.309      -1.337819  -0.0070380174     0.39879131      2.0172163      62.746752      0.2286165
           2.31     -1.3373519  -0.0082410758     0.40076561      1.9926387      62.994113     0.22889419
          2.311     -1.3354736    0.045575625     0.39509594      1.9902073      63.584637     0.22962155
          2.312     -1.3326387    0.020151466     0.38805321       1.987682      63.189109     0.23062209
          2.313     -1.3313571   -0.013121579     0.38891058      1.9563837      61.507597     0.23113832
          2.314     -1.3286748     0.05649048     0.37963632      1.9403845      60.247242     0.23225051
          2.315     -1.3253248   -0.028430553     0.36755468      1.8457711      59.552177     0.23346047
          2.316     -1.3235324    0.056094058     0.36482286      1.8645671      60.191578     0.23410908
          2.317     -1.3234488   -0.027860632      0.3673148      1.8733008      59.799346     0.23423622
          2.318     -1.3199018  -0.0099010774     0.35650008      1.8776886      59.037722     0.23553337
          2.319     -1.3183288    0.026800539     0.35217976      1.8529207      58.321147     0.23618922
           2.32     -1.3183339   -0.011922744     0.36076772       1.843024      57.142969     0.23618997
          2.321     -1.3154638   0.0093135774     0.34837462      1.8445695       59.15396     0.23725953
          2.322     -1.3139854   -0.034087557     0.34705833      1.8136842      57.242411     0.23782742
          2.323     -1.3122162    0.010401328     0.34316829      1.7783927      55.338536      0.2385086
          2.324      -1.308378  -0.0032955079     0.32763892       1.752717      55.553129     0.23996761
          2.325     -1.3092739   0.0084633451     0.33669582      1.8115301      57.337306     0.23968435
          2.326     -1.3084318  -0.0094063019     0.33857772      1.7689357      56.461841     0.24005147
          2.327     -1.3040302   0.0042370668      0.3212494       1.737232      55.367791     0.24171126
          2.328     -1.3031404    -0.02504047     0.32220673      1.7194513      54.031834      0.2420612
          2.329     -1.3019954    0.020099635     0.32263163      1.7174001      53.386582     0.24251404
           2.33     -1.2988553   0.0075417559     0.30758872      1.6869298      52.925476     0.24365678
          2.331     -1.2980768   -0.019224232     0.31301931      1.6815295      52.348392     0.24404853
